iter	MultiClass
182	0.04459618591
183	0.04428772516
184	0.04422544445
185	0.04403386001
186	0.04399432792
187	0.04383827479
188	0.04378108227
189	0.04351336646
190	0.04347755216
191	0.04331568482
192	0.04273204721
193	0.04253154536
194	0.0424437539
195	0.04232199697
196	0.04211817595
197	0.04189249789
198	0.04170384425
199	0.0414567246
200	0.0413312821
201	0.04110587497
202	0.04093463483
203	0.04087187968
204	0.04073876027
205	0.04056909687
206	0.04038337249
207	0.04028278133
208	0.04015578172
209	0.04008647719
210	0.03992560906
211	0.03976055978
212	0.03965153186
213	0.03948249903
214	0.03928024285
215	0.03917674065
216	0.03908804039
217	0.03868122721
218	0.0385632232
219	0.03836323392
220	0.03826459934
221	0.03823580295
222	0.03782467766
223	0.03775317986
224	0.03771873111
225	0.03765916766
226	0.03749882046
227	0.037349772
228	0.0372996034
229	0.03701609388
230	0.03692456508
231	0.03688122222
232	0.0367329941
233	0.03655963186
234	0.03647314301
235	0.03633270892
236	0.03618079835
237	0.03590896018
238	0.03572696193
239	0.03567663666
240	0.03552541422
241	0.03529320421
242	0.03518640884
243	0.03514665203
244	0.03496627321
245	0.0347956422
246	0.03476101546
247	0.03473680206
248	0.03448773821
249	0.03440866807
250	0.03436800993
251	0.03422216749
252	0.0340943765
253	0.03402718351
254	0.03382580821
255	0.03374888109
256	0.03357556587
257	0.03328643552
258	0.03286790221
259	0.03267208178
260	0.03253356895
261	0.03249663923
262	0.03235287874
263	0.03226131356
264	0.03201383104
265	0.03189037445
266	0.03183071012
267	0.03169256381
268	0.03166285615
269	0.03159824101
270	0.0315620817
271	0.03142958606
272	0.03138983256
273	0.03131842634
274	0.03115176066
275	0.03109991202
276	0.03103236495
277	0.03089988869
278	0.03086447502
279	0.03078566163
280	0.03067866818
281	0.03055916108
282	0.03049019588
283	0.03039139028
284	0.03030050009
285	0.03023939743
286	0.03012660245
287	0.03002838433
288	0.02999943947
289	0.02993477216
290	0.02988837652
291	0.0297539142
292	0.0297074029
293	0.02937923265
294	0.02923786016
295	0.02915174707
296	0.02901632922
297	0.02896583705
298	0.02889080751
299	0.02878127451
300	0.02859763275
301	0.02853179103
302	0.02849875892
303	0.02846070323
304	0.02842336994
305	0.02834349429
306	0.02829449672
307	0.0282471347
308	0.02821918559
309	0.02816630402
310	0.02807951725
311	0.02804503377
312	0.02787390346
313	0.02778023532
314	0.02759330503
315	0.02744062184
316	0.02732086753
317	0.02729731256
318	0.02713528116
319	0.02703949647
320	0.02700875319
321	0.02696898519
322	0.02692802353
323	0.02678175969
324	0.02673340265
325	0.02664750329
326	0.02652510804
327	0.02648106542
328	0.02643523442
329	0.02621092026
330	0.02611764553
331	0.02608430131
332	0.02604689831
333	0.02597390349
334	0.02594003975
335	0.02583280856
336	0.0257655604
337	0.02574305099
338	0.02565141678
339	0.02548354646
340	0.02536034745
341	0.02525332316
342	0.02517495051
343	0.02512423539
344	0.02508701041
345	0.02504733238
346	0.0249492107
347	0.02488663569
348	0.02485022856
349	0.02483565019
350	0.0247791473
351	0.0247452065
352	0.02467156067
353	0.02459953088
354	0.02455410287
355	0.02451380332
356	0.024475009
357	0.02442817373
358	0.02439708002
359	0.02435182516
360	0.02426979641
361	0.0241538072
362	0.02409509135
363	0.02407699138
364	0.02397212668
365	0.02387842548
366	0.02379717717
367	0.02374092692
368	0.02372028985
369	0.02360010679
370	0.02352872769
371	0.02350657806
372	0.02344720893
373	0.02341978816
374	0.023342649
375	0.02330912321
376	0.02328615397
377	0.02321891248
378	0.02316962391
379	0.02315480952
380	0.0230448609
381	0.02301356566
382	0.02297131091
383	0.02290489496
384	0.02283102731
385	0.02279545062
386	0.0227597593
387	0.02267016903
388	0.02257378128
389	0.02253170123
390	0.02243102346
391	0.02218379415
392	0.0221108202
393	0.02206564032
394	0.02201526784
395	0.02199236464
396	0.02195289443
397	0.02192596681
398	0.02187880724
399	0.02181896215
400	0.02172124004
401	0.02168515177
402	0.0214740941
403	0.02143057094
404	0.0213994537
405	0.02133083349
406	0.02126135403
407	0.02122875911
408	0.02114171226
409	0.02110657807
410	0.02109867343
411	0.02105956894
412	0.02099725494
413	0.02097341015
414	0.02094547753
415	0.02086432752
416	0.02080394761
417	0.02077015038
418	0.02068457853
419	0.02065463532
420	0.02061474212
421	0.02059041241
422	0.02051349382
423	0.02049738107
424	0.02048383921
425	0.02043566263
426	0.02040589298
427	0.02038010191
428	0.02036369094
429	0.02030408885
430	0.02028486779
431	0.02026095176
432	0.02012261612
433	0.02006109181
434	0.01993455462
435	0.01990488503
436	0.01979847936
437	0.01978636399
438	0.01971389552
439	0.01965337044
440	0.01964394616
441	0.01959286355
442	0.01957913464
443	0.0195551834
444	0.01954870244
445	0.01948509759
446	0.01946507049
447	0.01937794334
448	0.01930322362
449	0.01924441742
450	0.01915419714
451	0.01911984679
452	0.01907932138
453	0.01897508379
454	0.01892152496
455	0.01888399235
456	0.01886793834
457	0.0188531701
458	0.01878495673
459	0.01874553248
460	0.01868759564
461	0.01864086012
462	0.01862441958
463	0.01855533134
464	0.01851804316
465	0.01850498967
466	0.01845464032
467	0.0184371097
468	0.01840813666
469	0.01839785605
470	0.01837889594
471	0.018340295
472	0.01829509658
473	0.0182630673
474	0.01821687583
475	0.01807893564
476	0.01803311757
477	0.01796124775
478	0.01791089423
479	0.01786624835
480	0.01781237677
481	0.01777376696
482	0.01773904194
483	0.01771254066
484	0.0176945172
485	0.01762567745
486	0.01761138382
487	0.01754070086
488	0.01748879361
489	0.01745096715
490	0.01742342849
491	0.01733739319
492	0.01730159811
493	0.01726363045
494	0.01725421373
495	0.01716798127
496	0.01713038015
497	0.01708061807
498	0.01705301125
499	0.01703144966
500	0.01700474771
501	0.01696576286
502	0.01694833944
503	0.01690622704
504	0.01689811294
505	0.0168544422
506	0.01681222156
507	0.01677314516
508	0.01668810725
509	0.01666215918
510	0.01663081944
511	0.01660270562
512	0.01655164558
513	0.01650070282
514	0.01645981105
515	0.01641764737
516	0.01639348475
517	0.0163696977
518	0.01633969061
519	0.01629011904
520	0.01620849931
521	0.01611686492
522	0.01609386767
523	0.01605505868
524	0.01603712005
525	0.01602593002
526	0.01600923552
527	0.0159684445
528	0.01594448086
529	0.01592826657
530	0.01588198734
531	0.0158326095
532	0.01581277421
533	0.01579388459
534	0.01576239704
535	0.01569610866
536	0.01567070303
537	0.01563407308
538	0.01555971279
539	0.01551216766
540	0.01550051392
541	0.0154957372
542	0.01546740364
543	0.01543983187
544	0.01540142363
545	0.01535207657
546	0.0153359351
547	0.01530677414
548	0.01528948501
549	0.01524443778
550	0.01520993339
551	0.0151941541
552	0.01517409426
553	0.01513521314
554	0.01509072272
555	0.01503769034
556	0.01501741949
557	0.01499934799
558	0.01495203415
559	0.01493161964
560	0.01490878527
561	0.01484374771
562	0.01482349892
563	0.0147834227
564	0.0147290782
565	0.01472028324
566	0.01469129338
567	0.01465333478
568	0.01462855972
569	0.01460850196
570	0.01457341044
571	0.01455357521
572	0.01449543592
573	0.01446594752
574	0.01444476975
575	0.01442645236
576	0.014397858
577	0.01436394173
578	0.01432471551
579	0.0143139313
580	0.01429687743
581	0.01427091268
582	0.0142564547
583	0.01423804305
584	0.0142062478
585	0.01417789923
586	0.01413966964
587	0.01412086843
588	0.01409286583
589	0.01407481434
590	0.01405651113
591	0.0140102367
592	0.01397598315
593	0.0139510504
594	0.0138975843
595	0.01386658042
596	0.01378505035
597	0.01376468486
598	0.01373823173
599	0.0137231301
600	0.01370011652
601	0.01367282069
602	0.01364619054
603	0.01363995584
604	0.01359340965
605	0.01357780881
606	0.01356052033
607	0.01353277351
608	0.01346374918
609	0.01341723766
610	0.01340321408
611	0.01337597798
612	0.01335505521
613	0.01332230614
614	0.01329610095
615	0.01325207912
616	0.01324217254
617	0.01322017828
618	0.01320333094
619	0.01317415935
620	0.01313411828
621	0.01311842037
622	0.01310741972
623	0.01308022715
624	0.0130583366
625	0.01302160696
626	0.01300877456
627	0.01296065147
628	0.0129430002
629	0.0129282726
630	0.01291550542
631	0.01287577628
632	0.01285365465
633	0.01284422406
634	0.01283279708
635	0.01281189495
636	0.01278275828
637	0.01277024595
638	0.01275644528
639	0.01273474663
640	0.01270067961
641	0.01268873526
642	0.01264926868
643	0.0126285355
644	0.01260776662
645	0.01257511715
646	0.0125522584
647	0.0125360757
648	0.0125064802
649	0.01248999738
650	0.01247760135
651	0.01244984765
652	0.01239128175
653	0.01238448626
654	0.01237438819
655	0.01236508005
656	0.01234185003
657	0.01232975904
658	0.01231839448
659	0.01230075413
660	0.01228915859
661	0.01227397063
662	0.01225273396
663	0.01224220245
664	0.01223514234
665	0.01221087982
666	0.01219385367
667	0.01217569457
668	0.01215928842
669	0.01215246954
670	0.01208765645
671	0.01207014447
672	0.01204484904
673	0.01201476282
674	0.0120065553
675	0.01198731719
676	0.01192161529
677	0.01189123038
678	0.01187630027
679	0.01185237034
680	0.01183733427
681	0.01183427762
682	0.01179738938
683	0.01175819697
684	0.01173314192
685	0.01170574485
686	0.01169674945
687	0.01168969248
688	0.01165492764
689	0.01162962912
690	0.01159355001
691	0.01157080533
692	0.01155528833
693	0.01151595655
694	0.01150311971
695	0.01148701824
696	0.01143860515
697	0.01140340202
698	0.01137715004
699	0.01134043922
700	0.01131293326
701	0.01128629526
702	0.01126943163
703	0.01124490803
704	0.01123485914
705	0.0111986259
706	0.01118619614
707	0.01116127159
708	0.01115214256
709	0.01110362205
710	0.01106879013
711	0.01103785446
712	0.01101388658
713	0.01098502117
714	0.01097986666
715	0.01096607284
716	0.01094355615
717	0.01093084251
718	0.01092119917
719	0.0109063012
720	0.010894451
721	0.01087521236
722	0.01084496757
723	0.0108325919
724	0.01081617416
725	0.01080063867
726	0.01078417627
727	0.01077067263
728	0.01076096003
729	0.0107469946
730	0.01073340125
731	0.01072186544
732	0.01069576022
733	0.01068436188
734	0.01065118931
735	0.0106304904
736	0.01061661993
737	0.01060962367
738	0.01059523677
739	0.01058192105
740	0.01056592709
741	0.0105588314
742	0.01054446772
743	0.01053673401
744	0.01051840116
745	0.01050791932
746	0.01044163154
747	0.01043153614
748	0.01039404983
749	0.01038115288
750	0.01036073754
751	0.01033165374
752	0.01032664508
753	0.01029349994
754	0.01027472508
755	0.0102691322
756	0.01024629948
757	0.01022589152
758	0.01021481092
759	0.01019186784
760	0.01017050172
761	0.01014990186
762	0.01013148387
763	0.01011851594
764	0.01009933132
765	0.01008361535
766	0.01007762847
767	0.0100646759
768	0.010055606
769	0.01004390745
770	0.01002803241
771	0.009994549925
772	0.009969844845
773	0.009966416193
774	0.009956473306
775	0.009942973885
776	0.009924192901
777	0.009893669337
778	0.009871610243
779	0.009844449329
780	0.009823119335
781	0.009813260102
782	0.009805764334
783	0.009790312671
784	0.009776609019
785	0.009764227958
786	0.009750972171
787	0.009745268739
788	0.00973334733
789	0.009711539539
790	0.009694942359
791	0.009689553099
792	0.009665397722
793	0.009656496576
794	0.009625611007
795	0.009611853942
796	0.009590022495
797	0.009561382438
798	0.009554886587
799	0.009544194221
800	0.009520871035
801	0.009500574492
802	0.00949598376
803	0.0094733601
804	0.009450888883
805	0.009440443923
806	0.009423473108
807	0.009400392849
808	0.009391123721
809	0.009374186455
810	0.009357109337
811	0.00933772808
812	0.009329964481
813	0.00931844489
814	0.009294800734
815	0.009284670331
816	0.00927482117
817	0.009254424614
818	0.009238628892
819	0.009213464079
820	0.009192880488
821	0.009174817412
822	0.009145581621
823	0.009128854831
824	0.009123626527
825	0.009118430336
826	0.009101528636
827	0.009066986247
828	0.009055331627
829	0.009048944714
830	0.009029052729
831	0.009020497791
832	0.008995653006
833	0.008983451924
834	0.008966710058
835	0.008957970524
836	0.008944289878
837	0.008920517534
838	0.008903088529
839	0.008860687249
840	0.008850217724
841	0.008840600209
842	0.00883436591
843	0.008825612763
844	0.008805972146
845	0.008795011661
846	0.008781882201
847	0.00877060792
848	0.008752369487
849	0.00872711348
850	0.008711858726
851	0.008701340845
852	0.008694648107
853	0.008688596697
854	0.008674517348
855	0.008662910679
856	0.008657672312
857	0.008637529696
858	0.008632545067
859	0.008628436178
860	0.008624259256
861	0.008583375742
862	0.008573125591
863	0.008567630897
864	0.008558307628
865	0.008553198547
866	0.008547469887
867	0.008524962077
868	0.008515171786
869	0.0085098984
870	0.008498347546
871	0.008482185422
872	0.008465452067
873	0.008432677953
874	0.008427493967
875	0.008411657521
876	0.008400767443
877	0.008388414688
878	0.008381510577
879	0.00836637352
880	0.008339851068
881	0.008328176819
882	0.008317238217
883	0.008305427254
884	0.008296732911
885	0.008286354532
886	0.008278995302
887	0.008265120297
888	0.008261317711
889	0.008256356593
890	0.008246142216
891	0.008239747872
892	0.008230728189
893	0.008208014322
894	0.008196278405
895	0.008186938533
896	0.008180140863
897	0.008165221349
898	0.008156693614
899	0.008151790034
900	0.008148158545
901	0.008142368852
902	0.008129814909
903	0.008110672144
904	0.008104307203
905	0.008090661111
906	0.008082147494
907	0.008073516375
908	0.008057826767
909	0.008033311983
910	0.008012267127
911	0.007993485841
912	0.007988728807
913	0.007976889462
914	0.007965484914
915	0.007956697755
916	0.007945698107
917	0.007939663958
918	0.007930923771
919	0.007918071939
920	0.007899569417
921	0.007879691824
922	0.007863516447
923	0.007854024184
924	0.007843438879
925	0.007832810351
926	0.007822131234
927	0.007808127244
928	0.007797472385
929	0.007789649812
930	0.007779819597
931	0.007760042766
932	0.007747591852
933	0.007741335981
934	0.007734306834
935	0.007728174227
936	0.007723238761
937	0.007719579631
938	0.007715550346
939	0.007707162592
940	0.00770250873
941	0.007697541989
942	0.007685648831
943	0.007678246071
944	0.007636576699
945	0.007628155397
946	0.007622115433
947	0.0076171478
948	0.007610964999
949	0.007600596746
950	0.007593383995
951	0.007590194716
952	0.007579588084
953	0.007571991513
954	0.007555262587
955	0.007550932584
956	0.007538655655
957	0.007529773821
958	0.007520592714
959	0.007512161279
960	0.007507949749
961	0.007493894175
962	0.007485219807
963	0.007472128413
964	0.007462793663
965	0.007457746265
966	0.00744686001
967	0.007435323914
968	0.007427860452
969	0.007415179986
970	0.007403370091
971	0.0073826631
972	0.007370042538
973	0.007355071551
974	0.007344763873
975	0.007338873918
976	0.007329989058
977	0.007319711858
978	0.007308949593
979	0.007303485757
980	0.007289042652
981	0.00728443521
982	0.007276781981
983	0.007268870076
984	0.007259876077
985	0.007247915365
986	0.007238909633
987	0.00722844083
988	0.007221469983
989	0.0072153742
990	0.007207576132
991	0.007197743128
992	0.007191018048
993	0.007186568592
994	0.007169664622
995	0.007157743817
996	0.007151644794
997	0.007140037806
998	0.007131713682
999	0.007126111949
